Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_187_287,VDD,Metal1,145.2090,722.5780,1.199999
FILLER_187_280,VDD,Metal1,141.8490,722.5780,1.199999
FILLER_187_273,VDD,Metal1,138.4890,722.5780,1.199999
FILLER_187_266,VDD,Metal1,135.1290,722.5780,1.199999
FILLER_187_259,VDD,Metal1,131.7690,722.5780,1.199999
FILLER_187_252,VDD,Metal1,128.4090,722.5780,1.199999
FILLER_187_245,VDD,Metal1,125.0490,722.5780,1.199999
FILLER_187_238,VDD,Metal1,121.6890,722.5780,1.199999
FILLER_187_231,VDD,Metal1,118.3290,722.5780,1.199999
FILLER_187_224,VDD,Metal1,114.9690,722.5780,1.199999
FILLER_187_217,VDD,Metal1,111.6090,722.5780,1.199999
FILLER_187_210,VDD,Metal1,108.2490,722.5780,1.199999
FILLER_187_203,VDD,Metal1,104.8890,722.5780,1.200000
FILLER_187_196,VDD,Metal1,101.5290,722.5780,1.200000
FILLER_187_189,VDD,Metal1,98.1690,722.5780,1.200000
FILLER_187_182,VDD,Metal1,94.8090,722.5780,1.200000
FILLER_187_175,VDD,Metal1,91.4490,722.5780,1.200000
FILLER_187_168,VDD,Metal1,88.0890,722.5780,1.200000
FILLER_187_161,VDD,Metal1,84.7290,722.5780,1.200000
FILLER_187_154,VDD,Metal1,81.3690,722.5780,1.200000
FILLER_187_147,VDD,Metal1,78.0090,722.5780,1.200000
FILLER_187_140,VDD,Metal1,74.6490,722.5780,1.200000
FILLER_187_133,VDD,Metal1,71.2890,722.5780,1.200000
FILLER_187_126,VDD,Metal1,67.9290,722.5780,1.200000
FILLER_187_119,VDD,Metal1,64.5690,722.5780,1.200000
FILLER_187_112,VDD,Metal1,61.2090,722.5780,1.200000
FILLER_187_105,VDD,Metal1,57.8490,722.5780,1.200000
FILLER_187_98,VDD,Metal1,54.4890,722.5780,1.200000
FILLER_187_91,VDD,Metal1,51.1290,722.5780,1.200000
FILLER_187_84,VDD,Metal1,47.7690,722.5780,1.200000
